numeric_time,Temperature (C)
20640.0,-234.11717967592864
20760.0,-234.21577301037567
20880.0,-234.31399378154583
21000.0,-234.41099141703157
21240.0,-234.50693641495104
21360.0,-234.60226522328304
21480.0,-234.6968164189356
21600.0,-234.79071247145933
21720.0,-234.8835555569093
21840.0,-234.97558002043536
21960.0,-235.0670708098422
22080.0,-235.15772180555928
22200.0,-235.2474584902716
22320.0,-235.33647677120533
22560.0,-235.4246945687127
22680.0,-235.5123531959944
22800.0,-235.59930672373656
22920.0,-235.68552859713657
23040.0,-235.770923569441
23160.0,-235.85562469351152
23280.0,-235.9398089503116
23400.0,-236.0230682000828
23520.0,-236.1059671318669
23640.0,-236.18803328216677
23760.0,-236.26938644388744
24000.0,-236.35025013967945
24120.0,-236.4303623305285
24240.0,-236.51002786017648
24360.0,-236.5888087177792
24480.0,-236.6673229804178
24600.0,-236.7451091929641
24720.0,-236.82232339550904
24840.0,-236.89910258816823
24960.0,-236.9753905251285
25080.0,-237.05105117132348
25200.0,-237.12618060265692
25440.0,-237.2006420489404
25560.0,-237.2747326397975
25680.0,-237.34825858711093
25800.0,-237.4213619008728
25920.0,-237.493632546336
26040.0,-237.56556997929255
26160.0,-237.6369164378353
26280.0,-237.70791493656355
26400.0,-237.77830658972596
26520.0,-237.8482050030884
26640.0,-237.91775383037864
26880.0,-237.9867659614981
27000.0,-238.0554417853525
27120.0,-238.12349521797373
27240.0,-238.19138085805145
27360.0,-238.2587079954247
27480.0,-238.3255155565176
27600.0,-238.3921909611971
27720.0,-238.4583226078209
27840.0,-238.52403752513328
27960.0,-238.58905536426263
28080.0,-238.65376524635803
28320.0,-238.7179072401575
28440.0,-238.7818759803947
28560.0,-238.84539212449465
28680.0,-238.90859320569916
28800.0,-238.9714050362324
28920.0,-239.03367632346692
29040.0,-239.09564699070103
29160.0,-239.1570859013448
29280.000000000004,-239.21832768464284
29400.000000000004,-239.2789699284905
29520.000000000004,-239.3392187266923
29760.000000000004,-239.39907085925404
29880.000000000004,-239.45867661971275
30000.000000000004,-239.517997472752
30120.000000000004,-239.57714970478125
30240.000000000004,-239.63567369116515
30360.000000000004,-239.69389914169471
30480.000000000004,-239.75166459406068
30600.000000000004,-239.8090776458672
30720.000000000004,-239.8661613907957
30840.000000000004,-239.92301253703204
31080.000000000004,-239.9794919404006
31200.000000000004,-240.03541336566053
31320.000000000004,-240.09098526095505
31440.000000000004,-240.14629928555064
31560.000000000004,-240.2013350103876
31680.000000000004,-240.255822128726
31800.000000000004,-240.30973639098232
31920.000000000004,-240.36375294495804
32040.000000000004,-240.4172559496952
32160.000000000004,-240.47038080560932
32280.000000000004,-240.52327115991756
32520.000000000004,-240.575897064902
32640.000000000004,-240.6280849899488
32760.000000000004,-240.68002582166827
32880.0,-240.7315295700068
33000.0,-240.7828962857337
33120.0,-240.8341474259664
33240.0,-240.8851409977997
33360.0,-240.9357447823266
33480.0,-240.98612249616795
33600.0,-241.03619995033472
33720.0,-241.0862752557402
33960.0,-241.13627859791615
34080.0,-241.18580739816025
34200.0,-241.2350965814135
34320.0,-241.2841337378117
34440.0,-241.33296963622652
34560.0,-241.381466233972
34680.0,-241.4296121229389
34800.0,-241.47765101847625
34920.0,-241.525180714538
35040.0,-241.5724850742595
35160.0,-241.61920744425305
35400.0,-241.6658243169765
35520.0,-241.7122060383836
35640.0,-241.75827811100496
35760.0,-241.80407083191145
35880.0,-241.84982956599976
36000.0,-241.89516964484028
36120.0,-241.94025903293883
36240.0,-241.98521083792824
36360.0,-242.0301343079992
36480.0,-242.0746264192376
36600.0,-242.11890575023696
36840.0,-242.16298171517568
36960.0,-242.20686967197432
37080.0,-242.25033968178172
37200.0,-242.29341010938683
37320.0,-242.33630205617885
37440.0,-242.37896853742677
37560.0,-242.42147353928937
37680.0,-242.46379393285616
37800.0,-242.5058649891393
37920.0,-242.54779050707697
38040.0,-242.5896148255948
38280.0,-242.63118343669603
38400.0,-242.6725008629885
38520.0,-242.71351017627643
38640.0,-242.7545823372105
38760.0,-242.79539865897192
38880.0,-242.8358793217131
39000.0,-242.8759341740216
39120.0,-242.91612794162316
39240.0,-242.95600312886504
39360.0,-242.9954924698469
39600.0,-243.0347924744015
39720.0,-243.0738967942133
39840.0,-243.11274131946243
39960.0,-243.1514128575552
40080.0,-243.1900834464115
40200.0,-243.22847226232645
40320.0,-243.26681932604217
40440.0,-243.3049327594813
40560.0,-243.34296966151564
40680.0,-243.38087612384624
40800.0,-243.41869290714075
41040.0,-243.45623842951397
41160.0,-243.4934745564408
41280.0,-243.5304920513272
41400.0,-243.5674512232696
41520.0,-243.604044490046
41640.0,-243.64047119617092
41760.0,-243.6768925299708
41880.0,-243.7130979315424
42000.0,-243.7491304438501
42120.0,-243.78499340774437
42240.0,-243.8206830722416
42480.0,-243.8563969325223
42600.0,-243.89182127633293
42720.0,-243.9271921178422
42840.0,-243.96209341851107
42960.0,-243.9969374855034
43080.0,-244.03176935434448
43200.0,-244.06651537905245
43320.0,-244.10086528728303
43440.0,-244.1350383170144
43560.0,-244.1693213421233
43680.0,-244.20334027457164
43920.0,-244.2374261949824
44040.0,-244.27128604372115
44160.0,-244.3048737447338
44280.0,-244.33851992340627
44400.0,-244.3718115288156
44520.0,-244.40508308004004
44640.0,-244.43827813971103
44760.0,-244.4711351683445
44880.0,-244.5037858749264
45120.0,-244.5363552091261
45360.0,-244.5687746609505
45600.0,-244.60116497551184
45720.0,-244.63333700117096
45840.0,-244.66547540999872
45960.0,-244.69732455804916
46080.0,-244.7290742251854
46200.0,-244.7607589795008
46320.0,-244.79224989358292
46440.0,-244.82370740712548
46560.0,-244.85508757882351
46800.0,-244.8863209109776
46920.0,-244.9174102248733
47040.0,-244.94837494190807
47160.0,-244.9792537722962
47280.0,-245.00991484365125
47400.0,-245.04050107795825
47520.0,-245.07086267586544
47640.0,-245.1011827582819
47760.0,-245.13133125823296
47880.0,-245.161393256503
48000.0,-245.1912003243155
48240.0,-245.2211643791275
48360.0,-245.25103764276443
48480.0,-245.28053251520384
48600.0,-245.30995585126672
48720.0,-245.33933092160493
48840.0,-245.36861044356044
48960.0,-245.39769673186947
49080.0,-245.42675681145283
49200.0,-245.4556055428616
49320.0,-245.48427940385736
49560.0,-245.51287252031048
49680.0,-245.54133558769217
49800.0,-245.56979698156564
49920.0,-245.5980320826801
50040.0,-245.6263497045344
50160.0,-245.6544470362243
50280.0,-245.6825401106977
50400.0,-245.71044609432727
50520.0,-245.73821998540717
50640.0,-245.7659771012663
50760.0,-245.793668643104
51000.0,-245.821228434638
51120.0,-245.84865016880707
51240.0,-245.8760245363397
51360.0,-245.90319615368867
51480.0,-245.93031540362736
51600.0,-245.95746528195824
51720.0,-245.98456555948903
51840.0,-246.01156059746305
51960.0,-246.0385080869219
52080.0,-246.06524594898968
52200.0,-246.0918394239873
52440.0,-246.11843581063303
52560.0,-246.14490563558175
52680.0,-246.17136339747483
52800.0,-246.1978310576813
52920.0,-246.22411509329308
53040.0,-246.25033834435308
53160.0,-246.2764876949932
53280.0,-246.3025980759002
53400.0,-246.32864150408744
53520.0,-246.3544858096707
53640.0,-246.38025293470267
53880.0,-246.4058820117378
54000.0,-246.43159570130555
54120.0,-246.45712543641864
54240.0,-246.48261993298624
54360.0,-246.5080058552188
54480.0,-246.5332084606514
54600.0,-246.5583649985913
54720.0,-246.58340389811715
54840.0,-246.60841324682963
54960.0,-246.63328826950163
55080.0,-246.6581417430341
55320.0,-246.68290531827236
55440.0,-246.7076154397384
55560.0,-246.7321884294253
55680.0,-246.7566878423209
55800.0,-246.7812084533729
55920.0,-246.8055610266939
56040.0,-246.829796231588
56160.0,-246.85393148270788
56280.0,-246.8780479651301
56400.0,-246.9019234199231
56520.0,-246.9257037108896
56760.0,-246.9495137838105
56880.0,-246.97316599190427
57000.0,-246.99684806377368
57120.0,-247.0203846781368
57240.0,-247.04386352491483
57360.0,-247.0672964262769
57480.0,-247.09073854628315
57600.0,-247.1141200854432
57720.0,-247.1373722097737
57840.0,-247.1606002942551
58080.0,-247.18372358612868
58200.0,-247.2067956709255
58320.0,-247.2298426967113
58440.00000000001,-247.25283946440425
58560.00000000001,-247.2757262671197
58680.00000000001,-247.2985573629344
58800.00000000001,-247.32132834691268
58920.00000000001,-247.3440553575331
59040.00000000001,-247.36676104702795
59160.00000000001,-247.3893523338623
59280.00000000001,-247.41187654912727
59520.00000000001,-247.43436375582309
59640.00000000001,-247.45676271704903
59760.00000000001,-247.4790407016597
59880.00000000001,-247.5012744914472
60000.00000000001,-247.52333922654768
60120.00000000001,-247.54537586763743
60240.00000000001,-247.5673156576061
60360.00000000001,-247.5892441897257
60480.00000000001,-247.6111106039181
60600.00000000001,-247.63297289258028
60720.00000000001,-247.65475570735293
60960.00000000001,-247.6764242167742
61080.00000000001,-247.6980104021619
61200.00000000001,-247.71956321179223
61320.00000000001,-247.74104758375407
61440.00000000001,-247.76245978701985
61560.00000000001,-247.7837821219005
61680.00000000001,-247.805025494602
61800.00000000001,-247.8261694693754
61920.00000000001,-247.8473319463096
62040.00000000001,-247.86833166116887
62160.00000000001,-247.88931765174567
62400.00000000001,-247.91020883544212
62520.00000000001,-247.93103179898185
62640.00000000001,-247.9518784565823
62760.00000000001,-247.9726836629014
62880.00000000001,-247.993402202188
63000.00000000001,-248.0141262273044
63120.00000000001,-248.0347688945434
63240.00000000001,-248.0553257778272
63360.00000000001,-248.07574452162504
63480.00000000001,-248.096154670864
63600.00000000001,-248.11649610247775
63840.00000000001,-248.1367598245285
63960.00000000001,-248.1569858448662
64080.00000000001,-248.1771946970405
64200.00000000001,-248.19735523850312
64320.00000000001,-248.21747144508123
64440.00000000001,-248.2374335710215
64560.00000000001,-248.25723881270036
64680.00000000001,-248.27712435969136
64800.00000000001,-248.29695584314325
64920.00000000001,-248.31675559872173
65040.00000000001,-248.336580584042
65280.00000000001,-248.3563424812397
65400.00000000001,-248.37607604562683
65520.00000000001,-248.395698204525
65640.0,-248.41531391271485
65760.0,-248.43484540048357
65880.0,-248.45434095250167
66000.0,-248.47376316811489
66120.0,-248.49318731469847
66240.0,-248.51256616686123
66360.0,-248.5319396606018
66600.0,-248.5512238861394
66720.0,-248.5704579405609
66840.0,-248.58959805365168
66960.0,-248.60869589943565
67080.0,-248.62776242321203
67200.0,-248.6467369918751
67320.0,-248.66567504016157
67440.0,-248.6845550862412
67560.0,-248.70340617221373
67680.0,-248.72220463879935
67800.0,-248.74092433084732
68040.0,-248.7596343047209
68160.0,-248.7782632051208
68280.0,-248.7968490940942
68400.0,-248.81537468053347
68520.0,-248.83393313192488
68640.0,-248.8523858148316
68760.0,-248.87081961334405
68880.0,-248.88917133368253
69000.0,-248.90742020246927
69120.0,-248.92568813221573
69240.0,-248.9439078224755
69480.0,-248.962047365434
69600.0,-248.9801575009632
69720.0,-248.99832012622048
69840.0,-249.0163537345873
69960.0,-249.034334277072
70080.0,-249.05226028011063
70200.0,-249.07016787402625
70320.0,-249.0880503297984
70440.0,-249.10591172399535
70560.0,-249.1237660220269
70680.0,-249.1415871107231
70920.0,-249.1594040012096
71040.0,-249.17720215230983
71160.0,-249.19496162106265
71280.0,-249.21267793076103
71400.0,-249.2303782402624
71520.0,-249.2480369420346
71640.0,-249.2656642402271
71760.0,-249.2831931630589
71880.0,-249.3006554741707
72000.0,-249.31802635939837
72120.0,-249.33535642483605
72360.0,-249.3526084579337
72480.0,-249.3697432007605
72600.0,-249.38683344890572
72720.0,-249.4038465493497
72840.0,-249.42084965188585
72960.0,-249.4377830107034
73080.0,-249.45475994758587
73200.0,-249.47170780494704
73320.0,-249.4886224855717
73440.0,-249.5054881084937
73560.0,-249.5222943135079
73800.0,-249.5390330937911
73920.0,-249.55579581187925
74040.0,-249.5725418229544
74160.0,-249.589193939656
74280.0,-249.605812741886
74400.0,-249.6223206867692
74520.0,-249.63882711769952
74640.0,-249.6552947599613
74760.0,-249.6717045147327
74880.0,-249.6880124403222
75120.0,-249.7043746992933
75240.0,-249.7207253612882
75360.0,-249.73698326852585
75480.0,-249.75322779661815
75600.0,-249.7694754538988
75720.0,-249.7856768355947
75840.0,-249.80180350102455
75960.0,-249.81797621415856
76080.0,-249.834091317671
76200.0,-249.8501134034035
76320.0,-249.8661471325977
76560.0,-249.88216360487928
76680.0,-249.8981143847228
76800.0,-249.91409761274056
76920.0,-249.93003087711827
77040.0,-249.9458701138076
77160.0,-249.96170437688383
77280.0,-249.9775239892741
77400.0,-249.9934239366709
77520.0,-250.0092305705894
77640.0,-250.025062691862
77760.0,-250.04087314037992
78000.0,-250.05661394688747
78120.0,-250.0724196845363
78240.0,-250.08811554413407
78360.0,-250.1037822452101
78480.0,-250.1194973011436
78600.0,-250.1351025794137
78720.0,-250.15070475540745
78840.0,-250.16623356214944
78960.0,-250.1816904913552
79080.0,-250.1971675378324
79200.0,-250.21261536486796
79440.0,-250.22800063312008
79560.0,-250.2433559835172
79680.0,-250.2586903132108
79800.0,-250.27397500121077
79920.0,-250.2892598810381
80040.0,-250.30449705172143
80160.0,-250.31966441062323
80280.0,-250.3347932289895
80400.0,-250.3498384571803
80520.0,-250.3648286048345
80640.0,-250.3798259549274
80880.0,-250.3947531359367
81000.0,-250.40964667746755
81120.0,-250.42457198787255
81240.0,-250.43940025965983
81360.0,-250.45420577294985
81480.0,-250.4689901281423
81600.0,-250.48376480441704
81720.0,-250.49848590194935
81840.0,-250.51324947609675
81960.0,-250.5279293005601
82080.0,-250.5425802070875
82320.0,-250.55719977121
82440.0,-250.57180593888629
82560.0,-250.5863587147413
82680.0,-250.60083447061527
82800.0,-250.6152758451745
82920.0,-250.6296701873224
83040.0,-250.64402792216572
83160.0,-250.65833013214856
83280.0,-250.6726862988589
83400.0,-250.6869803852153
83640.0,-250.701193981006
83760.0,-250.71540449954995
83880.0,-250.7295168775364
84000.0,-250.74364634368413
84120.0,-250.75776529168976
84240.0,-250.77191795720256
84360.0,-250.78606422130977
84480.0,-250.80012568568
84600.0,-250.81417832915508
84720.0,-250.82817817200157
84840.0,-250.842119211132
85080.0,-250.85607667817308
85200.0,-250.87004103996023
85320.0,-250.8839256229227
85440.0,-250.89786603592813
85560.0,-250.91181455713004
85680.0,-250.92567036526916
85800.0,-250.93945327981112
85920.0,-250.95325161860185
86040.0,-250.96702122686312
86160.0,-250.98069781331463
86280.0,-250.99436605793187
86640.0,-251.0080001628549
86760.0,-251.02155958725277
86880.0,-251.0350941572696
87000.0,-251.04867475897495
87120.0,-251.0622061478814
87240.0,-251.07573109468703
87360.0,-251.08924731088825
87480.0,-251.10269296920885
87600.0,-251.1161939996176
87720.0,-251.1296764421711
87960.0,-251.1431297878605
88080.0,-251.1565742926933
88200.0,-251.17000172500067
88320.0,-251.1833996090945
88440.0,-251.1968160058224
88560.0,-251.21012483182747
88680.0,-251.22341136582548
88800.0,-251.23671765000043
88920.0,-251.24995285707683
89040.0,-251.2631150609264
89160.0,-251.27630650935123
89400.0,-251.2893595324749
89520.0,-251.30241123832732
89640.0,-251.31545387813537
89760.0,-251.3283969163849
89880.0,-251.34136098025945
90000.0,-251.35430592474
90120.0,-251.3671714122856
90240.0,-251.380077544499
90360.0,-251.39294211394883
90480.0,-251.40578309733564
90600.0,-251.4186062479174
90840.0,-251.43134665862317
90960.0,-251.4440778905611
91080.0,-251.4568434469247
91200.0,-251.46952374699652
91320.0,-251.48223032968332
91440.0,-251.4948916246973
91560.0,-251.50750627081547
91680.0,-251.5200976172557
91800.0,-251.53266879821365
91920.0,-251.54521516220188
92040.0,-251.5577715421944
92280.0,-251.5702984132965
92400.0,-251.58281508811248
92520.0,-251.59528724165204
92640.0,-251.6077101151352
92760.0,-251.62012411912949
92880.0,-251.6325312059888
93000.0,-251.64492190464316
93120.0,-251.6572972854508
93240.0,-251.66962340686936
93360.0,-251.68192280694805
93600.0,-251.6942145286804
93720.0,-251.70648598988
93840.0,-251.718763426997
93960.0,-251.7310055867292
94080.0,-251.7432550678769
94200.0,-251.75550256295367
94320.0,-251.76771374828243
94440.0,-251.77995603910657
94560.0,-251.79211771724056
94680.0,-251.80431032362557
94800.0,-251.816429616246
95040.0,-251.82853422537684
95160.0,-251.84062628915763
95280.0,-251.85266446371844
95400.0,-251.8646995933593
95520.0,-251.87668408935863
95640.0,-251.88867971006508
95760.0,-251.9006881325542
95880.0,-251.91264596889692
96000.0,-251.9246038912889
96120.0,-251.9363583352973
96240.0,-251.9479801549101
96480.0,-251.95962614149184
96600.0,-251.9712488178532
96720.0,-251.98288051207484
96840.0,-251.99440166805635
96960.0,-252.0058553654913
97080.0,-252.01726308693796
97200.0,-252.02871160187067
97320.0,-252.04013082850244
97440.0,-252.0515336600958
97560.0,-252.76577790071488
97680.0,-252.7767093518292
97920.0,-252.7875914642429
98040.0,-252.79849554323843
98160.0,-252.80936982605328
98280.0,-252.82021342552716
98400.0,-252.8310560312469
98520.0,-252.84187159687917
98640.0,-252.85264874478477
98760.0,-252.86339588962903
98880.0,-252.874074262465
99000.0,-252.88477872336009
99120.0,-252.8954511827494
99360.0,-252.9061441450999
99480.0,-252.91678854043184
99600.0,-252.9274170758655
99720.0,-252.9379800156389
99840.0,-252.94855656556967
99960.0,-252.95910656268808
100080.0,-252.969617106958
100200.0,-252.98007966431024
100320.0,-252.9905394890976
100440.0,-253.00099071751185
100560.0,-253.0113898439984
100800.0,-253.02178259673448
100920.0,-253.03217104534505
101040.0,-253.04256266858317
101160.0,-253.052994416916
101280.0,-253.06334341201347
101400.0,-253.07369251392316
101520.0,-253.08404768670383
101640.0,-253.09441485086612
101760.0,-253.10475212609276
101880.0,-253.11503105119584
102120.0,-253.12529744200165
102240.0,-253.1355251538068
102360.0,-253.1457774544267
102480.0,-253.1560400969896
102600.0,-253.1662609996181
102720.0,-253.17649819663689
102840.0,-253.18670876173277
102960.0,-253.19685850881032
103080.0,-253.20702320845305
103200.0,-253.2174387233488
103320.0,-253.2277953916208
103560.0,-253.23812987427576
103680.0,-253.2484779549369
103800.0,-253.25877359553647
103920.0,-253.2691012094701
104040.0,-253.27932536062772
104160.0,-253.2895006733505
104280.0,-253.2996320764308
104400.0,-253.30979965913815
104520.0,-253.31994884938263
104640.0,-253.33003001540396
104760.0,-253.34009653871283
105000.0,-253.35013287715043
105120.0,-253.36019782350587
105240.0,-253.3701926908527
105360.0,-253.3801710557116
105480.0,-253.3901684837378
105600.0,-253.4001057197999
105720.0,-253.41004585882573
105840.0,-253.4199737227857
105960.0,-253.42988377919565
106080.0,-253.43982314689444
106200.0,-253.4497324916402
106440.0,-253.4596240432838
106560.0,-253.46943759098457
106680.0,-253.4792201630013
106800.0,-253.4889792558996
106920.0,-253.49875612100791
107040.0,-253.50850782144445
107160.0,-253.518248687403
107280.0,-253.52796623970917
107400.0,-253.53771386397705
107520.0,-253.54743437542103
107640.0,-253.55714575350223
107880.0,-253.56684309834836
108000.0,-253.5764637341082
108120.0,-253.58612510734804
108240.0,-253.59579107386875
108360.0,-253.60541910497176
108480.0,-253.6150002070624
108600.0,-253.6246143372341
108720.0,-253.63417030600684
108840.0,-253.64375299673728
108960.0,-253.6533230107277
109080.0,-253.6628627303052
109320.0,-253.6723920898637
109440.0,-253.68189066473283
109560.0,-253.69139704597177
109680.0,-253.70087846810088
109800.0,-253.7103381474285
109920.0,-253.71973720106848
110040.0,-253.72913357289755
110160.0,-253.7385071591924
110280.0,-253.7478238317917
110400.0,-253.75711377358311
110640.0,-253.7664101227796
110760.0,-253.7756702983208
110880.0,-253.78492655030996
111000.0,-253.7941632719663
111120.0,-253.803343554066
111240.0,-253.81252084744563
111360.0,-253.821674651714
111480.0,-253.83081233150975
111600.0,-253.8669280888238
111720.0,-253.87605403254477
111840.0,-253.88517488136856
112080.0,-253.8942701798443
112200.0,-253.90336322775704
112320.0,-253.91241197686847
112440.0,-253.92147063788676
112560.0,-253.93052599749552
112680.0,-253.93956518714987
112800.0,-253.94858452375055
112920.0,-253.95759435993563
113040.0,-253.9665881104491
113160.0,-253.9755826525496
113280.0,-253.98453628121865
113520.0,-253.993458018852
113640.0,-254.00241171027832
113760.0,-254.01132195659736
113880.0,-254.0201761419534
114000.0,-254.0290677098443
114120.0,-254.0379208775422
114240.0,-254.04676951618256
114360.0,-254.0555893990185
114480.0,-254.06441860935945
114600.0,-254.07324420296243
114720.0,-254.0820272196945
114960.0,-254.09080205307495
115080.0,-254.09955430824613
115200.0,-254.1082936062297
115320.0,-254.1170317610614
115440.0,-254.125719449716
115560.0,-254.1343973926917
115680.0,-254.14308824517792
115800.0,-254.15172980968276
115920.0,-254.16036531321512
116040.0,-254.16900864370308
116160.0,-254.17768772558767
116400.0,-254.18632028359715
116520.0,-254.19489909001453
116640.0,-254.20350810354373
116760.0,-254.21205996566687
116880.0,-254.2206192791627
117000.0,-254.22915298047175
117120.0,-254.2376868014547
117240.0,-254.2462099201313
117360.0,-254.25472278730945
117480.0,-254.2631788201935
117600.0,-254.2716087751745
117840.0,-254.28005001204147
117960.0,-254.28846273735397
118080.0,-254.29686269766023
118200.0,-254.3052452188393
118320.0,-254.31362016030204
118440.0,-254.32195198704517
118560.0,-254.33029984612932
118680.0,-254.33863826503065
118800.0,-254.3469480644148
118920.0,-254.35522763944348
119160.0,-254.3634739531201
119280.0,-254.37170333706445
119400.0,-254.37983900835607
119520.0,-254.38788415363703
119640.0,-254.3958989654032
119760.0,-254.40389077092587
119880.0,-254.41192492474497
120000.0,-254.4198776908209
120120.0,-254.4278118803637
120240.0,-254.43576486153844
120360.0,-254.44371555872584
120600.0,-254.45161643012855
120720.0,-254.45949500941504
120840.0,-254.46738490050384
120960.0,-254.475256699118
121080.0,-254.4831004196655
121200.0,-254.4909743327565
121320.0,-254.49879976067191
121440.0,-254.50661920101552
121560.0,-254.51441705617464
121680.0,-254.5222435973444
121800.0,-254.5300522016117
122040.0,-254.5379111221389
122160.0,-254.54573629209133
122280.0,-254.55360323397903
122400.0,-254.5614147414699
122520.0,-254.56923546638325
122640.0,-254.57701087518265
122760.0,-254.58477801561637
122880.0,-254.59253382251225
123000.0,-254.6002610488113
123120.0,-254.6080024209103
123240.0,-254.61571261264652
123480.0,-254.62341454980364
123600.0,-254.63111620498933
123720.0,-254.6387854230687
123840.0,-254.64643815518912
123960.0,-254.65402586430923
124080.0,-254.66161737472208
124200.0,-254.66919618945715
124320.0,-254.6767506139852
124440.0,-254.68432860748408
124560.0,-254.6918739499432
124680.0,-254.69941831461253
124920.0,-254.7069383989299
125040.0,-254.71444288861605
125160.0,-254.72192623462823
125280.0,-254.7294304304582
125400.0,-254.736905985552
125520.0,-254.7443683124864
125640.0,-254.75178517604516
125760.0,-254.75922050511724
125880.0,-254.7666268232953
126000.0,-254.7739890139841
126120.0,-254.82920495032727
126360.0,-254.83655721811704
126480.0,-254.843925484629
126600.0,-254.85124001842135
126720.0,-254.85858725032517
126840.0,-254.86590444108847
126960.0,-254.87321161538304
127080.0,-254.8805134089268
127200.0,-247.2084369978968
127320.0,10935.322549704631
129480.0,8221.283764432177
129840.0,6164.426989937569
129960.0,4605.621045917258
130680.0,-253.81931360069507
130800.0,-254.00896868648152
130920.0,-254.09307991066996
131040.0,-254.1533061889687
131160.0,-254.27411682500932
131280.0,-254.28153609397103
131400.0,-254.28882228178867
131520.0,-254.29606579694135
131640.0,-254.30344995943867
131760.0,-254.3106037717688
132000.0,-254.31797315487864
132120.0,-254.32524066246984
132240.0,-254.3322447550345
132360.0,-254.33944988940624
132480.0,-254.28752675925267
132600.0,-254.25698946845333
132720.0,-254.26398141820945
132840.0,-254.21438036361468
133080.0,-254.0786446162236
133200.0,-253.96062999315365
133440.0,-253.7812282324939
133560.0,-253.7495482317232
133680.0,-253.7568747661147
133800.0,-253.76442484744447
133920.0,-253.7715591102874
134040.0,-253.7788044697689
134160.0,-253.786099442143
134280.0,-253.79339625520333
134400.0,-253.80083105319204
134520.0,-253.80811460499308
134640.0,-253.81535884951867
134880.0,-253.82262270509423
135000.0,-253.829897044795
135120.0,-253.8372050817269
135240.0,-253.84439289140388
135360.0,-253.85159518554485
135480.0,-253.8586507404692
135600.0,-253.8660260802086
135720.0,-253.87330214580243
135840.0,-253.88040852140836
135960.0,-253.88778144291743
136200.0,-253.89502035210128
136320.0,-253.90223190289015
136440.0,-253.9094537110128
136560.0,-253.9166485945361
136680.0,-253.9239648585046
136800.0,-253.93123888907627
136920.0,-253.93824883377292
137040.0,-253.94561784752733
137280.0,-253.9528174196666
137400.0,-253.9599924135705
137640.0,-253.9673696514412
137760.0,-253.97446516786064
137880.0,-253.98149759183855
138000.0,-253.98848650694327
138120.0,-253.9958230281675
138240.0,-254.00277214618927
138360.0,-254.00982961266905
138480.0,-254.01702904008727
138600.0,-254.0241554246437
138720.0,-254.03127418694305
138840.0,-254.03818700390008
139080.0,-254.04515393328876
139200.0,-254.05235851654768
139320.0,-254.05935535251376
139440.0,-254.0665091890944
139560.0,-254.0734302967217
139680.0,-254.08048358426083
139800.0,-254.08760940243045
139920.0,-254.0947197609409
140040.0,-254.1016508711703
140160.0,-254.10855422235855
140280.0,-254.11558440593524
140520.0,-254.12235699332476
140640.0,-254.12940344307123
140760.0,-254.1364795619627
140880.0,-254.14347462717348
141000.0,-254.1504287040493
141120.0,-254.15729456260263
141240.0,-254.1641711501741
141360.0,-254.1710048453227
141480.0,-254.1779630636613
141600.0,-254.1850574669484
141720.0,-254.19180264859327
141960.0,-254.1986774902932
142080.0,-254.20567568436263
142200.0,-254.21254559440328
142320.0,-254.21946378347263
142440.0,-254.22621436008933
142560.0,-254.23285613316628
142680.0,-254.23967375896564
142800.0,-254.2464722387224
142920.0,-254.25326457884043
143040.0,-254.259976883798
143160.0,-254.266539296492
143400.0,-254.2730715508032
143520.0,-254.2798705663864
143640.0,-254.28657932466183
143760.0,-254.2932192233536
143880.0,-254.2998861488792
144000.0,-254.30658203364047
144120.0,-254.313189706184
144240.0,-254.31975338743743
144360.0,-254.32641577770684
144480.0,-254.333148599764
144600.0,-254.3397872914859
144840.0,-254.3465195126471
144960.0,-254.3531773579245
145080.0,-254.3599971240818
145200.0,-254.36646744131025
145320.0,-254.37330597496867
145440.0,-254.37995179080696
145560.0,-254.3866126526348
145680.0,-254.3932552003705
145800.0,-254.3996841311124
145920.0,-254.406104150376
146160.0,-254.41250322371133
146280.0,-254.41905012928464
146400.0,-254.42564730830583
146520.0,-254.43228021947547
146640.0,-254.43876578660937
146760.0,-254.44519808169585
146880.0,-254.4515389208701
147000.0,-254.45795298947905
147120.0,-254.464310470646
147240.0,-254.4707885495324
147360.0,-254.47728230090297
147600.0,-254.48361082080035
147720.0,-254.49016448591092
147840.0,-254.4966998978293
147960.0,-254.503365893982
148080.0,-254.50972623788
148200.0,-254.51622442613984
148320.0,-254.52268227346204
148440.0,-254.5291767488781
148560.0,-254.53553711571072
148680.0,-254.5418546914768
148800.0,-254.54832578731956
149040.0,-254.5546754927456
149160.0,-254.5608820112044
149280.0,-254.56714752845735
149400.0,-254.5735692001631
149520.0,-254.5799998840118
149640.0,-254.5863906799981
149760.0,-254.5926851289036
149880.0,-254.5989803984724
150000.0,-254.6054505507285
150120.0,-254.61166757383089
150240.0,-254.617855676062
150480.0,-254.62415590065137
150600.0,-254.63045905927885
150720.0,-254.6366758193468
150840.0,-254.64282900087716
150960.0,-254.6492046501584
151080.0,-254.65537957166808
151200.0,-254.66176642989691
151320.0,-254.66801836655253
151440.0,-254.6741894453968
151560.0,-254.680500002768
151680.0,-254.6867105247071
151920.0,-254.69281209847816
152040.0,-254.6991640521415
152160.0,-254.705390933486
152280.0,-254.71163731463668
152400.0,-254.71774850427843
152520.0,-254.72384665434788
152640.0,-254.7298619526461
152760.0,-254.736133038872
152880.0,-254.74233242475196
153000.0,-254.7484131845137
